房产名称,位置,成交日期,户型,价格(HKD),面积(呎),单价,特色
兆寶大廈 17樓 B室,,註冊處成交,-,$345,229 呎,"$15,066",
馬鞍山中心 3座 高層 E室,,成交,3房,"$18,800",522 呎,$36,
荃灣中心 太原樓(17座) 30樓 E室,,註冊處成交,1房,$288,329 呎,"$8,754",
安寧花園 4座 高層 C室,,成交,2房,"$15,500",431 呎,$36,
高宏苑 B座 1樓 3室,,"註冊處成交
一手",-,$143,291 呎,"$4,914",
高宏苑 B座 32樓 2室,,"註冊處成交
一手",-,$151,281 呎,"$5,367",
高宏苑 B座 41樓 5室,,"註冊處成交
一手",-,$160,278 呎,"$5,753",
緹岸 2期 5A座 G樓 F室,,註冊處成交,1房,$298,284 呎,"$10,493",花園
新成大廈 1樓 D室,,註冊處成交,-,$455,436 呎,"$10,436",平台
安秀苑 A座 19樓 26室,,"註冊處成交
一手",-,$307,465 呎,"$6,603",
啟德道23-25號 2樓 25室,,註冊處成交,-,$589,676 呎,"$8,713",
安秀苑 A座 7樓 18室,,"註冊處成交
一手",-,$244,375 呎,"$6,510",
安秀苑 A座 12樓 26室,,"註冊處成交
一手",-,$300,465 呎,"$6,451",
啟德道23-25號 3樓 25室,,註冊處成交,-,$578,676 呎,"$8,550",
穗禾苑 豐逸閣(Block B) 15樓 5室,,註冊處成交,3房,$429,617 呎,"$6,950",
凱滙 II期 5座 32樓 D室,,註冊處成交,2房,$880,594 呎,"$14,815",露台 |  | 工作平台
日出康城 LP6 5座 11樓 C室,,註冊處成交,2房,$575,424 呎,"$13,561",露台 |  | 工作平台
嘉湖山莊 麗湖居 6座 32樓 C室,,註冊處成交,3房,$453,546 呎,"$8,297",
瓏門 二期 7座 28樓 A室,,註冊處成交,2房,$680,510 呎,"$13,333",露台 |  | 工作平台
怡豐花園 B座 14樓 2室,,註冊處成交,2房,$315,329 呎,"$9,574",
紅磡灣中心 鴻鳴閣 1樓 2室,,註冊處成交,3房,$503,492 呎,"$10,224",
太古城 海景花園(西) 銀柏閣 7樓 B室,,註冊處成交,3房,"$1,550","1,015 呎","$15,271",
慧雲峯 23樓 F室,,註冊處成交,1房,$640,396 呎,"$16,162",露台 |  | 工作平台
麗灣大廈 13樓 O室,,註冊處成交,-,$290,390 呎,"$7,436",
麗峰花園 A25號屋,,註冊處成交,3房,"$1,500","1,761 呎","$8,518",車位 |  | 花園 |  | 平台
寶園 17樓 B室,,註冊處成交,3房,"$4,000","1,940 呎","$20,619",車位
啟田大廈 A座 9樓 7室,,註冊處成交,2房,$390,469 呎,"$8,316",
高寶閣 3樓 E室,,註冊處成交,2房,$390,384 呎,"$10,156",
灝景灣 3期 10座 19樓 A室,,註冊處成交,3房,"$1,000",778 呎,"$12,853",
盈翠半島 1期 6座 12樓 A室,,註冊處成交,3房,$900,752 呎,"$11,968",
太安樓 9樓 21室,,註冊處成交,-,$265,352 呎,"$7,528",
富康大廈 2樓 B室,,註冊處成交,2房,$248,293 呎,"$8,464",
榮昇閣 9樓 B室,,註冊處成交,2房,$328,327 呎,"$10,031",
Tagus Residences 中層 A室,,成交,-,"$26,500",459 呎,$58,露台 |  | 工作平台
太古城 星輝台 智星閣 中層 G室,,成交,3房,"$26,300",664 呎,$40,
宇晴軒 一期 2座 15樓 D室,,註冊處成交,2房,$610,464 呎,"$13,147",
One Innovale Archway 第1期 A座 中層 5室,,成交,1房,"$11,000",295 呎,$37,露台 |  | 工作平台
Monaco One Monaco Marine 1B座 中層 F室,,成交,2房,"$23,000",435 呎,$53,露台
好運中心 B2座 ( 椰林閣 ) 低層 F室,,成交,2房,"$16,500",334 呎,$49,
葵涌中心 高層 C室,,成交,2房,"$13,200",353 呎,$37,
聚龍居 10座 12樓 A室,,註冊處成交,3房,"$1,025",942 呎,"$10,881",車位
林海山城 3座 2樓 B室,,"註冊處成交
一手",3房,"$1,346","1,126 呎","$11,950",露台 |  | 工作平台
港島南岸 Blue Coast II 3座 9樓 E室,,"註冊處成交
一手",2房,$953,474 呎,"$20,095",
傲華 18樓 C室,,"註冊處成交
一手",開放式,$402,220 呎,"$18,250",露台
Bal Residence 12樓 B室,,"註冊處成交
一手",1房,$474,344 呎,"$13,787",露台 |  | 工作平台
黃金海灣 珀岸 2座 23樓 C室,,"註冊處成交
一手",2房,$509,417 呎,"$12,213",露台 |  | 工作平台
黃金海灣 珀岸 2座 3樓 G室,,"註冊處成交
一手",開放式,$354,306 呎,"$11,562",平台 |  | 露台 |  | 工作平台
黃金海灣 珀岸 1A座 17樓 J室,,"註冊處成交
一手",1房,$350,313 呎,"$11,192",露台 |  | 工作平台
日出康城 Grand Seasons 1A座 23樓 E室,,"註冊處成交
一手",1房,$467,323 呎,"$14,455",露台 |  | 工作平台
高宏苑 A座 16樓 18室,,"註冊處成交
一手",-,$173,333 呎,"$5,192",露台
高宏苑 B座 21樓 7室,,"註冊處成交
一手",-,$95.87,185 呎,"$5,182",
都會駅 二期 (城中駅) 6座 23樓 F室,,註冊處成交,2房,$628,503 呎,"$12,485",平台 |  | 露台 |  | 工作平台
翠林花園 A座 低層 6室,,成交,-,"$11,800",429 呎,$28,
蝶翠峰 一期 02座 中層 D室,,成交,2房,"$12,800",419 呎,$31,
啟田大廈 B座 高層 7室,,成交,2房,"$15,300",469 呎,$33,
荃灣中心 杭州樓(3座) 高層 F室,,成交,1房,"$12,000",380 呎,$32,
維港匯 3期 2座 高層 C室,,成交,2房,"$32,000",449 呎,$71,露台 |  | 工作平台
逸南 高層 C室,,成交,開放式,"$14,000",183 呎,$77,露台
安秀苑 B座 25樓 19室,,"註冊處成交
一手",-,$268,389 呎,"$6,889",
山水盈 9座 15樓 A室,,註冊處成交,3房,"$1,200",955 呎,"$12,565",花園 |  | 天台 |  | 露台 |  | 工作平台
安秀苑 A座 24樓 18室,,"註冊處成交
一手",-,$258,375 呎,"$6,878",
福華街130號 2樓 B室,,註冊處成交,-,$290,255 呎,"$11,373",
豐景樓 4樓 C室,,註冊處成交,-,$482,620 呎,"$7,774",
南區．左岸 2座 中層 B室,,成交,4房,"$75,000","1,787 呎",$42,車位 |  | 露台 |  | 工作平台
淘大花園 1期 A座 32樓 1室,,註冊處成交,2房,$460,390 呎,"$11,795",
天賦海灣 1期 6座 7樓 C室,,註冊處成交,4房,"$1,220","1,097 呎","$11,121",露台 |  | 工作平台
雲疊花園 4座 5樓 A室,,註冊處成交,2房,$456,482 呎,"$9,461",
星匯居 1座 18樓 F室,,註冊處成交,3房,$965,776 呎,"$12,436",露台 |  | 工作平台
錦豐苑 A座 34樓 9室,,註冊處成交,2房,$568,637 呎,"$8,917",
杏花邨 34座 20樓 2室,,註冊處成交,2房,$520,501 呎,"$10,379",
翠怡花園 3期 10座 34樓 E室,,註冊處成交,3房,$608,494 呎,"$12,308",
寶華閣 19樓 A室,,註冊處成交,2房,$339,263 呎,"$12,890",
新興花園 康仁閣(2座) 32樓 E室,,註冊處成交,2房,$315,419 呎,"$7,506",
威利大廈 16樓 B室,,註冊處成交,1房,$250,252 呎,"$9,921",
蔚景樓 20樓 D室,,註冊處成交,-,$400,415 呎,"$9,639",
利奧坊．凱岸 1座 25樓 G室,,註冊處成交,開放式,$327,194 呎,"$16,856",露台
太古城 海景花園(西) 翠榕閣 28樓 G室,,註冊處成交,3房,"$1,680","1,015 呎","$16,552",
華輝閣 14樓 D室,,註冊處成交,2房,$430,307 呎,"$14,007",
大興花園 二期 2座 5樓 F室,,註冊處成交,2房,$370,447 呎,"$8,277",
錦龍苑 B座(龍欣閣) 23樓 3室,,註冊處成交,2房,$248,401 呎,"$6,185",露台
泓景臺 一期 3座 37樓 B室,,註冊處成交,3房,$968,676 呎,"$14,320",露台
富安花園 3座 G樓 G室,,註冊處成交,-,$300,591 呎,"$5,076",
OMA OMA 1A座 10樓 A室,,"註冊處成交
一手",4房,"$1,129","1,004 呎","$11,243",車位 |  | 露台 |  | 工作平台
緹外 5座 1樓 A室,,"註冊處成交
一手",4房,$1.85,"4,116 呎","$44,947",車位 |  | 花園 |  | 平台 |  | 露台 |  | 工作平台
滙都 滙都II 5座 10樓 B05室,,"註冊處成交
一手",3房,$560,490 呎,"$11,427",露台 |  | 工作平台
港島南岸 海盈山4A期 2B座 12樓 E室,,"註冊處成交
一手",2房,$978,488 呎,"$20,047",露台 |  | 工作平台
港島南岸 海盈山4A期 2B座 6樓 E室,,"註冊處成交
一手",2房,$955,488 呎,"$19,574",露台 |  | 工作平台
好順景大廈 B座 中層 5室,,成交,-,"$9,500",358 呎,$27,
將軍澳中心 二期 10座 2樓 H室,,註冊處成交,3房,$700,541 呎,"$12,939",
曉光閣 21樓 6室,,註冊處成交,-,$370,453 呎,"$8,168",
荃威花園 C座 3樓 8室,,註冊處成交,2房,$450,555 呎,"$8,108",
嘉湖山莊 賞湖居 2座 13樓 D室,,註冊處成交,3房,$450,551 呎,"$8,167",
廣發大廈 9樓 I室,,註冊處成交,-,$370,443 呎,"$8,352",
駿豪閣 8樓 A室,,註冊處成交,3房,"$1,088",725 呎,"$15,007",
深灣軒 3座 53樓 A室,,註冊處成交,2房,$925,508 呎,"$18,209",天台 |  | 露台
錦明閣 7樓 E室,,註冊處成交,2房,$498,369 呎,"$13,496",
深灣軒 3座 53樓 B室,,註冊處成交,2房,$925,511 呎,"$18,102",天台 |  | 露台
花都廣場 2座 27樓 F室,,註冊處成交,2房,$423,413 呎,"$10,242",
日出康城 領都 - 領峯 6座 L 63樓 B室,,註冊處成交,3房,$760,813 呎,"$9,348",露台 |  | 工作平台
維峯．浚匯 21樓 C室,,註冊處成交,1房,$500,265 呎,"$18,868",露台
漁暉苑 F座 19樓 7室,,註冊處成交,2房,$372,384 呎,"$9,688",
嘉湖山莊 景湖居 8座 33樓 F室,,註冊處成交,2房,$372,442 呎,"$8,416",
碧濤軒 8座 G樓 B室,,註冊處成交,3房,$495,633 呎,"$7,820",花園
映灣園 二期 7座 12樓 F室,,註冊處成交,2房,$526,548 呎,"$9,599",平台 |  | 露台 |  | 工作平台
碧海藍天 6座 高層 E室,,成交,2房,"$22,500",510 呎,$44,
宇晴軒 二期 6座 高層 D室,,成交,2房,"$16,000",449 呎,$36,
柏傲莊 柏傲莊 II 7B座 51樓 B室,,註冊處成交,2房,"$1,203",617 呎,"$19,498",露台 |  | 工作平台
康和花園 中層 B室,,成交,2房,"$17,000",270 呎,$63,
海逸豪園 玉庭軒 06座 高層 F室,,成交,2房,"$22,000",543 呎,$41,
Monterey 第5座 高層 B室,,成交,開放式,"$15,300",280 呎,$55,天台 |  | 露台
昇薈 9座 23樓 B室,,註冊處成交,3房,"$1,080","1,033 呎","$10,455",露台 |  | 工作平台
凱旋門 1A座 (朝日閣) 低層 B室,,成交,3房,"$50,000",960 呎,$52,露台
高宏苑 B座 20樓 10室,,"註冊處成交
一手",-,$103,186 呎,"$5,556",
海日灣II 05座 低層 B室,,成交,開放式,"$11,800",245 呎,$48,
The Henley The Henley I 低座C座 E室,,成交,1房,"$17,500",302 呎,$58,露台
黃金海灣 珀岸 2座 23樓 J室,,"註冊處成交
一手",開放式,$303,309 呎,"$9,803",露台 |  | 工作平台
黃金海灣 珀岸 2座 21樓 B室,,"註冊處成交
一手",1房,$387,307 呎,"$12,603",露台 |  | 工作平台
滙都 滙都II 5座 10樓 B01室,,"註冊處成交
一手",2房,$451,443 呎,"$10,183",露台 |  | 工作平台
滙都 滙都II 5座 7樓 B02室,,"註冊處成交
一手",1房,$356,338 呎,"$10,536",露台 |  | 工作平台
#LYOS 複式B座 G&1樓 3室,,"註冊處成交
一手",3房,"$1,297",778 呎,"$16,676",複式 |  | 花園 |  | 天台 |  | 平台
港島南岸 海盈山4A期 2A座 27樓 D室,,"註冊處成交
一手",2房,"$1,622",613 呎,"$26,460",露台 |  | 工作平台
迎海 三期(迎海．星灣御) 17座 低層 H室,,成交,2房,"$25,000",583 呎,$43,露台 |  | 工作平台
安秀苑 A座 9樓 17室,,"註冊處成交
一手",-,$248,384 呎,"$6,457",
安秀苑 B座 8樓 27室,,"註冊處成交
一手",-,$295,451 呎,"$6,539",
安秀苑 A座 10樓 4室,,"註冊處成交
一手",-,$189,292 呎,"$6,488",
安秀苑 A座 3樓 11室,,"註冊處成交
一手",-,$248,389 呎,"$6,374",
安秀苑 B座 25樓 20室,,"註冊處成交
一手",-,$265,384 呎,"$6,890",
怡安大廈 15樓 F室,,註冊處成交,-,$600,555 呎,"$10,811",
滙豪閣 41樓 C室,,註冊處成交,2房,"$1,350",660 呎,"$20,455",
杏花邨 21座 6樓 1室,,註冊處成交,3房,$568,547 呎,"$10,384",
僑英大廈 8樓 B室,,註冊處成交,-,$606,319 呎,"$19,000",
得利樓 13樓 21室,,註冊處成交,-,$300,357 呎,"$8,403",
富安花園 16座 8樓 E室,,註冊處成交,2房,$218,431 呎,"$5,058",
康利中心 2樓 C室,,註冊處成交,2房,$200,294 呎,"$6,803",平台
日出康城 LP6 5座 32樓 J室,,註冊處成交,1房,$404,309 呎,"$13,058",露台 |  | 工作平台
文禮閣 3座 10樓 D室,,註冊處成交,3房,$790,622 呎,"$12,701",
李鄭屋邨 9座 (孝慈樓) 3樓 15室,,註冊處成交,開放式,$280,566 呎,"$4,947",露台
曉光閣 21樓 11室,,註冊處成交,-,$394,469 呎,"$8,401",
映灣園 二期 7座 56樓 G室,,註冊處成交,3房,$750,737 呎,"$10,176",平台 |  | 露台 |  | 工作平台
浪澄灣 7座 39樓 D室,,註冊處成交,3房,"$1,380",823 呎,"$16,768",露台
錦繡花園 河北第十一街 河北 11 街 30 號,,註冊處成交,3房,$820,891 呎,"$9,203",花園 |  | 露台
泰華大廈 3樓 D室,,註冊處成交,開放式,$398,556 呎,"$7,158",
Hollywood Hill 中層 A室,,成交,-,"$28,000",400 呎,$70,
杏花邨 16座 中層 4室,,成交,2房,"$18,000",475 呎,$38,
Henley Park 1B座 中層 M室,,成交,2房,"$32,000",603 呎,$53,露台
Monaco One Monaco Marine 1A座 高層 D室,,成交,2房,"$24,500",443 呎,$55,露台
一號．西九龍 1座 中層 B室,,成交,3房,"$23,500",867 呎,$27,工作平台
將軍澳中心 將軍澳豪庭 13座 低層 D室,,成交,2房,"$18,800",465 呎,$40,
高宏苑 B座 7樓 23室,,"註冊處成交
一手",-,$141,286 呎,"$4,925",
OMA OMA 1A座 15樓 A室,,"註冊處成交
一手",4房,"$1,189","1,004 呎","$11,841",車位 |  | 露台 |  | 工作平台
凱和山 3座 18樓 F室,,"註冊處成交
一手",2房,$539,499 呎,"$10,800",露台
滙都 滙都II 5座 7樓 B06室,,"註冊處成交
一手",2房,$482,434 呎,"$11,111",露台 |  | 工作平台
滙都 滙都II 5座 5樓 B09室,,"註冊處成交
一手",2房,$429,430 呎,"$9,983",露台 |  | 工作平台
凱和山 3座 18樓 F室,,"註冊處成交
一手",2房,$539,499 呎,"$10,800",露台
OMA OMA 1A座 15樓 A室,,"註冊處成交
一手",4房,"$1,189","1,004 呎","$11,841",車位 |  | 露台 |  | 工作平台
NOVO LAND 3B期 Fiskars 第2B座 32樓 B室,,"註冊處成交
一手",2房,$568,430 呎,"$13,198",露台 |  | 工作平台
港島南岸 海盈山4A期 2A座 38樓 G室,,"註冊處成交
一手",2房,"$1,039",509 呎,"$20,418",露台 |  | 工作平台
觀月•樺峯 22樓 G室,,註冊處成交,3房,"$1,080",808 呎,"$13,366",露台 |  | 工作平台
陽明山莊 山景園 5座 21樓 39室,,註冊處成交,2房,"$2,000","1,045 呎","$19,139",
駿發花園 2座 2樓 H室,,註冊處成交,3房,$663,606 呎,"$10,941",平台
翠竹花園 11座 9樓 H室,,註冊處成交,3房,$460,591 呎,"$7,783",
The Yoho Hub The Yoho Hub II 6座 中層 F室,,成交,3房,"$31,000",747 呎,$41,露台 |  | 工作平台
樂悠居 47樓 23室,,註冊處成交,1房,$600,424 呎,"$14,151",
安秀苑 B座 11樓 26室,,"註冊處成交
一手",-,$185,284 呎,"$6,520",
恒裕大廈 5樓 E室,,註冊處成交,-,$298,288 呎,"$10,347",
安秀苑 A座 31樓 8室,,"註冊處成交
一手",-,$310,456 呎,"$6,799",
安秀苑 B座 27樓 12室,,"註冊處成交
一手",-,$255,384 呎,"$6,640",
上海街347-355號 上海街349號 3樓,,註冊處成交,-,$270,450 呎,"$6,000",
杏花邨 34座 12樓 6室,,註冊處成交,3房,$670,619 呎,"$10,824",
東方花園 D座 1樓 D1室,,註冊處成交,-,$865,917 呎,"$9,433",車位
新蒲崗廣場 2座 31樓 H室,,註冊處成交,2房,$550,417 呎,"$13,189",
藍灣半島 9座 20樓 A室,,註冊處成交,3房,"$1,178",850 呎,"$13,859",
美寧中心 A座 13樓 A7室,,註冊處成交,2房,$365,299 呎,"$12,207",平台
富寶花園 6座 9樓 C室,,註冊處成交,3房,$518,592 呎,"$8,750",
漾日居 1期 2座 11樓 B室,,註冊處成交,3房,"$1,750",931 呎,"$18,797",
顯徑邨 顯慶樓 8樓 11室,,註冊處成交,-,$190,381 呎,"$4,987",
淘大花園 1期 A座 8樓 7室,,註冊處成交,2房,$410,375 呎,"$10,933",
駿發花園 2座 2樓 H室,,註冊處成交,3房,$663,606 呎,"$10,941",平台
陽明山莊 山景園 5座 21樓 39室,,註冊處成交,2房,"$2,000","1,045 呎","$19,139",
翠竹花園 11座 9樓 H室,,註冊處成交,3房,$460,591 呎,"$7,783",
The Yoho Hub The Yoho Hub II 6座 中層 F室,,成交,3房,"$31,000",747 呎,$41,露台 |  | 工作平台
樂悠居 47樓 23室,,註冊處成交,1房,$600,424 呎,"$14,151",
雨時大廈 低層 D室,,成交,開放式,"$15,500",306 呎,$51,
荃灣中心 蘇州樓(4座) 中層 H室,,成交,1房,"$11,000",324 呎,$34,
德福花園 U座 高層 5室,,成交,2房,"$17,000",527 呎,$32,
凱滙 I期 1座 低層 C室,,成交,3房,"$29,500",765 呎,$39,露台 |  | 工作平台
頌明苑 A座(嘉明閣) 3樓 9室,,註冊處成交,3房,$475,554 呎,"$8,574",露台
高宏苑 B座 8樓 11室,,"註冊處成交
一手",-,$94.94,186 呎,"$5,104",
羅便臣道80號 2座 高層 A室,,成交,3房,"$60,800","1,070 呎",$57,
愉景灣 意堤 8座 低層 A室,,成交,3房,"$48,000","1,201 呎",$40,露台 |  | 工作平台
滙都 滙都II 5座 9樓 B05室,,"註冊處成交
一手",3房,$557,490 呎,"$11,368",露台 |  | 工作平台
滙都 滙都II 5座 6樓 B09室,,"註冊處成交
一手",2房,$431,430 呎,"$10,033",露台 |  | 工作平台
滙都 滙都II 5座 8樓 A06室,,"註冊處成交
一手",2房,$482,447 呎,"$10,780",露台 |  | 工作平台
滙都 滙都II 5座 5樓 A12室,,"註冊處成交
一手",2房,$426,430 呎,"$9,900",露台 |  | 工作平台
滙都 滙都II 5座 7樓 A09室,,"註冊處成交
一手",2房,$436,417 呎,"$10,467",露台 |  | 工作平台
黃金海灣 珀岸 1B座 10樓 H室,,"註冊處成交
一手",2房,$461,441 呎,"$10,447",露台 |  | 工作平台
高景臺 高層 B室,,成交,-,"$84,000","2,491 呎",$34,車位
安秀苑 A座 26樓 29室,,"註冊處成交
一手",-,$249,375 呎,"$6,639",
安秀苑 A座 20樓 14室,,"註冊處成交
一手",-,$254,388 呎,"$6,557",
啟欣苑 A座 29樓 6室,,"註冊處成交
一手",-,$324,378 呎,"$8,581",
安秀苑 B座 5樓 1室,,"註冊處成交
一手",-,$246,384 呎,"$6,397",
安秀苑 B座 27樓 9室,,"註冊處成交
一手",-,$198,295 呎,"$6,710",
安秀苑 A座 33樓 10室,,"註冊處成交
一手",-,$261,389 呎,"$6,698",
崇仁樓 15樓 F室,,註冊處成交,-,$300,302 呎,"$9,934",平台
青山道317號 4樓 FP室,,註冊處成交,-,$240,328 呎,"$7,317",
偉華中心 4座 26樓 A室,,註冊處成交,2房,$488,358 呎,"$13,631",
雲海 1期 Maple Court 第2座 7樓 E室,,註冊處成交,3房,$811,592 呎,"$13,696",露台
馬鞍山中心 2座 12樓 B室,,註冊處成交,2房,$480,364 呎,"$13,187",
翠怡花園 1期 1座 29樓 C室,,註冊處成交,2房,$428,365 呎,"$11,726",
威尼斯花園 2座 2樓 E室,,註冊處成交,2房,$290,437 呎,"$6,636",
翠華花園 B座 10樓 3室,,註冊處成交,-,$308,271 呎,"$11,365",
粉嶺名都 5座 (怡景閣) 2樓 G室,,註冊處成交,3房,$450,454 呎,"$9,912",
麗宮大廈 6樓 C室,,註冊處成交,-,$630,975 呎,"$6,462",
永順大廈 14樓 A室,,註冊處成交,3房,$500,441 呎,"$11,338",
寶華樓 3樓 E室,,註冊處成交,2房,$500,495 呎,"$10,101",天台
維景灣畔 2期 8 座 46樓 C室,,註冊處成交,3房,$938,645 呎,"$14,543",
德福花園 S座 9樓 9室,,註冊處成交,2房,$575,588 呎,"$9,779",
黃埔唐樓 13樓 C1404室,,註冊處成交,-,$230,360 呎,"$6,389",
宏福苑 A座 31樓 6室,,註冊處成交,2房,$282,467 呎,"$6,039",
雲滙 1期 3座 9樓 B6室,,註冊處成交,2房,$488,448 呎,"$10,893",露台 |  | 工作平台
龍翔花園 10樓 B室,,註冊處成交,2房,$550,356 呎,"$15,449",
帝御 2期(帝御．星濤) 1座 8樓 21室,,註冊處成交,2房,$580,429 呎,"$13,520",露台
薄扶林花園 6座 6樓 F室,,註冊處成交,3房,"$1,300","1,173 呎","$11,083",露台
宇晴軒 二期 6座 高層 C室,,成交,3房,"$20,000",605 呎,$33,
太古城 海天花園 海天閣 中層 C室,,成交,3房,"$33,000",792 呎,$42,
柏傲莊 柏傲莊 II 5A座 低層 E室,,成交,2房,"$25,000",462 呎,$54,露台 |  | 工作平台
華寶大廈 中層 B2室,,成交,3房,"$17,500",413 呎,$42,
海桃灣 2座 低層 C室,,成交,2房,"$25,000",447 呎,$56,露台
高宏苑 A座 2樓 12室,,"註冊處成交
一手",-,$136,281 呎,"$4,837",
高宏苑 A座 9樓 21室,,"註冊處成交
一手",-,$203,384 呎,"$5,286",
高宏苑 B座 19樓 13室,,"註冊處成交
一手",-,$207,375 呎,"$5,527",
NOVO LAND 3B期 Fiskars 第2A座 30樓 A2室,,"註冊處成交
一手",3房,$768,629 呎,"$12,210",露台 |  | 工作平台
黃金海灣 珀岸 2座 21樓 G室,,"註冊處成交
一手",開放式,$306,306 呎,"$10,000",露台 |  | 工作平台
滙都 滙都II 5座 6樓 A06室,,"註冊處成交
一手",2房,$455,447 呎,"$10,183",露台 |  | 工作平台
日出康城 LP6 5座 低層 L室,,成交,1房,"$15,000",307 呎,$49,露台 |  | 工作平台
大埔中心 1期 03座 高層 E室,,成交,2房,"$13,500",409 呎,$33,
天晉 3A期 3B座 高層 A室,,成交,3房,"$41,000",848 呎,$48,露台 |  | 工作平台
Wetland Seasons Bay 1期 2A座 中層 C2室,,成交,3房,"$15,500",550 呎,$28,露台 |  | 工作平台
嘉盛苑 C座 (嘉耀閣) 高層 13室,,成交,1房,"$12,000",538 呎,$22,
